City,Coordinates,Pollutant,Unit,Value,Last Updated,Country Label
Calvados,"49.1922184284462, -0.391183068568539",O3,µg/m³,58.7,2023-02-27T06:00:00+01:00,France
Nord,"50.378240795397, 3.06586023317151",NO2,µg/m³,9.0,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7972643576802, 3.1138302693435",PM10,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Cantal,"44.9200896648358, 2.44108195306639",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Morbihan,"47.742485358103, -3.3948053239104",O3,µg/m³,58.8,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.9180174823908, 1.07397185477625",PM2.5,µg/m³,4.6,2023-02-27T05:00:00+01:00,France
Indre,"47.170142422867, 1.40968125960456",O3,µg/m³,63.1,2023-02-27T06:00:00+01:00,France
Loiret,"47.8377829367657, 1.94465496075626",PM2.5,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Martinique,"14.6142191379678, -61.0530999698992",PM10,µg/m³,17.0,2023-02-27T06:00:00+01:00,France
Paris,"48.8386033565984, 2.41278502161662",PM10,µg/m³,16.4,2023-02-27T05:00:00+01:00,France
Var,"43.1310479441995, 5.92423658516994",PM2.5,µg/m³,0.5,2023-02-27T05:00:00+01:00,France
Essonne,"48.3641401278483, 2.23693980475023",O3,µg/m³,58.4,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.6389642135529, 5.09999637937892",PM2.5,µg/m³,4.0,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3060996358468, 5.39579363613379",O3,µg/m³,28.1,2023-02-27T06:00:00+01:00,France
Paris,"48.8286101457138, 2.36027849325984",NO2,µg/m³,15.5,2023-02-27T06:00:00+01:00,France
Hauts-de-Seine,"48.8813919489129, 2.27805569530438",O3,µg/m³,46.6,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.510559975903, 5.21972384044637",SO2,µg/m³,0.0,2020-05-15T09:00:00+02:00,France
Haut-Rhin,"47.7574645001881, 7.34729375935504",NO2,µg/m³,5.4,2023-02-27T05:00:00+01:00,France
Haute-Corse,"42.2360870106484, 9.19003485112794",NO2,µg/m³,0.8,2022-01-06T03:00:00+01:00,France
Bouches-du-Rhône,"43.453461514164, 5.4671019033872",PM2.5,µg/m³,11.1,2023-02-27T05:00:00+01:00,France
Reunion,"-21.2943375423482, 55.6279044745161",PM2.5,µg/m³,3.5,2023-02-27T02:00:00+01:00,France
Mayenne,"47.787711631788, -0.444044431462552",PM2.5,µg/m³,4.5,2023-02-27T03:00:00+01:00,France
Moselle,"49.2203897661785, 6.92583117750469",O3,µg/m³,49.1,2022-12-21T10:00:00+01:00,France
Meurthe-et-Moselle,"48.8847000397831, 6.05139311363706",PM10,µg/m³,12.2,2022-04-19T05:00:00+02:00,France
Pyrénées-Orientales,"42.6840234675827, 2.90345381295555",PM10,µg/m³,23.5,2022-04-13T04:00:00+02:00,France
Martinique,"14.6061349483266, -61.0652272262348",PM2.5,µg/m³,6.7,2017-07-17T22:00:00+02:00,France
Deux-Sèvres,"46.3217459318821, -0.46597230754791",PM10,µg/m³,26.5,2021-03-19T04:00:00+01:00,France
Gard,"44.0535311975936, 4.69736248588371",PM10,µg/m³,18.1,2020-12-30T14:00:00+01:00,France
Seine-Maritime,"49.4280668762657, 1.05777523020358",PM10,µg/m³,20.8,2020-12-30T11:00:00+01:00,France
Morbihan,"47.7522102114299, -3.37565324205297",NO2,µg/m³,9.4,2020-12-03T10:00:00+01:00,France
Charente,"45.6947249994633, -0.323361",PM10,µg/m³,19.6,2019-06-13T11:00:00+02:00,France
Lot-et-Garonne,"44.1922219994633, 0.623889",O3,µg/m³,1.1,2018-12-27T08:00:00+01:00,France
Hérault,"43.5947809994637, 2.802367",O3,µg/m³,102.3,2018-10-06T15:00:00+02:00,France
Territoire de Belfort,"47.6307308141128, 6.85903245297756",O3,µg/m³,84.38,2018-06-29T13:00:00+02:00,France
Ille-et-Vilaine,"48.1087559994665, -1.665861",PM10,µg/m³,21.75,2017-11-28T11:00:00+01:00,France
Ille-et-Vilaine,"48.1087559994665, -1.665861",NO2,µg/m³,39.35,2018-04-25T18:00:00+02:00,France
Ille-et-Vilaine,"47.8319439994659, -1.836667",NO2,µg/m³,3.65,2018-04-25T16:00:00+02:00,France
Martinique,"14.6661999997358, -61.1501",PM2.5,µg/m³,7.55,2018-04-25T06:00:00+02:00,France
Nord,"51.0112059994752, 2.293056",CO,µg/m³,117.8,2018-04-25T02:00:00+02:00,France
Loiret,"47.9979809994662, 2.720156",NO2,µg/m³,3.35,2018-04-25T02:00:00+02:00,France
Nord,"50.3274999994726, 3.4",O3,µg/m³,51.9,2018-04-25T02:00:00+02:00,France
ATMO HAUTS DE FRANCE,"50.4202708576586, 3.55181286926881",NO2,µg/m³,7.78,2017-07-18T22:00:00+02:00,France
AIR PACA,"43.4197376712764, 5.21277986330012",NO2,µg/m³,21.5,2017-07-18T22:00:00+02:00,France
ATMO PICARDIE,"49.2978953606785, 2.51744773536939",PM10,µg/m³,15.15,2017-03-28T18:00:00+02:00,France
ATMO NORD-PAS-DE-CALAIS,"50.6872089262531, 2.88004371665139",NO2,µg/m³,44.35,2016-12-05T02:00:00+01:00,France
AIR RHONE ALPES,"45.7553488124544, 4.82033286512683",NO2,µg/m³,43.5,2016-12-05T02:00:00+01:00,France
Haute-Savoie,"46.0722194476777, 5.82083151281495",NO2,µg/m³,1.6,2023-02-27T06:00:00+01:00,France
Hérault,"43.5915522696866, 3.88689345339823",NO2,µg/m³,7.2,2023-02-27T01:00:00+01:00,France
Haute-Savoie,"45.9096976785902, 6.11824573708124",NO2,µg/m³,9.3,2023-02-27T06:00:00+01:00,France
Gers,"43.6302520650036, 0.179722345632656",NO2,µg/m³,0.6,2023-02-27T06:00:00+01:00,France
Moselle,"48.6947222254215, 6.96527620163037",NO2,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Aube,"48.2949796949513, 4.05027903727389",NO2,µg/m³,5.9,2023-02-27T06:00:00+01:00,France
Haute-Marne,"48.6458392908865, 4.96611146943374",NO2,µg/m³,2.9,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.3088728068236, 2.80737001016612",O3,µg/m³,44.9,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.9577862878515, 1.890082307246",O3,µg/m³,74.4,2023-02-18T16:00:00+01:00,France
Hérault,"43.4068171797127, 3.18880366295611",O3,µg/m³,53.6,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6881993336682, 6.19043435331308",PM10,µg/m³,2.4,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.376111, -0.536944",NO2,µg/m³,6.1,2023-02-27T06:00:00+01:00,France
Territoire de Belfort,"47.6406581072673, 6.85927499810427",PM10,µg/m³,25.2,2023-02-24T13:00:00+01:00,France
Bas-Rhin,"48.575992177656, 7.72747875390011",PM10,µg/m³,9.1,2023-02-27T05:00:00+01:00,France
Jura,"47.0425984643993, 5.40089606694759",NO2,µg/m³,3.2,2023-02-27T06:00:00+01:00,France
Jura,"47.0425984643993, 5.40089606694759",SO2,µg/m³,-0.1,2023-02-27T06:00:00+01:00,France
Saône-et-Loire,"46.821089115795, 4.8350023537165",O3,µg/m³,63.3,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.1958329994637, 6.240556",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4941399201049, -1.52777378685491",NO2,µg/m³,7.2,2023-02-27T06:00:00+01:00,France
Ardèche,"44.6759506516163, 4.67358408031306",SO2,µg/m³,2.6,2023-02-27T06:00:00+01:00,France
Somme,"50.1294237654576, 1.6108320180246",PM2.5,µg/m³,9.6,2023-02-27T02:00:00+01:00,France
Bouches-du-Rhône,"43.3480529322015, 5.36065154221904",NO2,µg/m³,17.6,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.760911372973, 1.2336473965285",CO,µg/m³,219.0,2023-02-27T06:00:00+01:00,France
Indre,"46.7982789812207, 1.69312668120279",O3,µg/m³,60.3,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.5302972250095, 5.44138313680286",PM10,µg/m³,8.1,2023-02-27T05:00:00+01:00,France
Alpes-de-Haute-Provence,"43.9335199525261, 5.71170417210011",PM10,µg/m³,3.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5289242164163, 0.35873322556029",SO2,µg/m³,1.0,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4896098924535, 0.100702939980367",PM10,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4896098924535, 0.100702939980367",SO2,µg/m³,1.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5001706998316, 0.110903310031544",PM10,µg/m³,6.4,2023-02-27T05:00:00+01:00,France
Bouches-du-Rhône,"43.5094524142014, 4.98277521795416",SO2,µg/m³,3.3,2020-05-27T08:00:00+02:00,France
Var,"43.3351824944185, 5.72736180750231",O3,µg/m³,48.5,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.6340231500052, 1.37600341960292",PM10,µg/m³,5.6,2023-02-27T05:00:00+01:00,France
Haute-Garonne,"43.5608348885067, 1.39500278786205",PM10,µg/m³,8.9,2023-02-27T05:00:00+01:00,France
Ille-et-Vilaine,"48.1075139513805, -1.67916686168757",NO2,µg/m³,9.7,2023-02-27T05:00:00+01:00,France
Saint-Leu,"-21.2132113727428, 55.3028041731933",NO2,µg/m³,34.6,2023-02-27T04:00:00+01:00,France
French Guiana,"4.84816101287231, -52.3238110279961",SO2,µg/m³,5.98,2018-04-05T14:00:00+02:00,France
Loire-Atlantique,"47.247461236221, -1.93661503896339",PM10,µg/m³,11.5,2023-02-27T03:00:00+01:00,France
Vendée,"46.6567141985683, -0.743681087741755",PM2.5,µg/m³,6.3,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2225142859138, -1.53750254138193",PM10,µg/m³,7.4,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2730669094477, -2.22305185045774",NO2,µg/m³,4.6,2023-02-27T03:00:00+01:00,France
Vendée,"46.6607217865267, -1.43682834749065",O3,µg/m³,61.3,2023-02-27T03:00:00+01:00,France
Moselle,"49.1250708052828, 6.18121763849802",CO,µg/m³,218.0,2019-04-11T10:00:00+02:00,France
Moselle,"49.3374220101988, 6.08207058058974",NO2,µg/m³,12.0,2019-07-29T11:00:00+02:00,France
Moselle,"49.1953885052283, 6.95744289235285",NO2,µg/m³,5.4,2023-02-20T16:00:00+01:00,France
Indre,"46.9429682344805, 2.00326104989222",NO2,µg/m³,2.7,2021-12-29T22:00:00+01:00,France
Manche,"49.6363812210033, -1.62666931648363",O3,µg/m³,82.0,2021-12-09T01:00:00+01:00,France
Isère,"45.1583816929606, 5.70376306498849",PM10,µg/m³,23.4,2020-12-23T07:00:00+01:00,France
Bouches-du-Rhône,"43.4051999994639, 5.0515",NO2,µg/m³,21.1,2020-03-06T10:00:00+01:00,France
Deux-Sèvres,"46.3295859994638, -0.458889",O3,µg/m³,26.2,2020-01-22T07:00:00+01:00,France
Isère,"45.3531859994632, 4.804822",PM10,µg/m³,10.9,2019-12-09T11:00:00+01:00,France
Martinique,"14.7549926623185, -61.1788641096759",PM10,µg/m³,12.0,2019-08-08T09:00:00+02:00,France
Bouches-du-Rhône,"43.8291454141088, 4.64295152912459",O3,µg/m³,115.9,2019-07-04T12:00:00+02:00,France
Corse-du-Sud,"41.9181719994661, 8.7365",PM10,µg/m³,13.9,2018-12-31T04:00:00+01:00,France
Ille-et-Vilaine,"47.8319439994659, -1.836667",PM10,µg/m³,78.38,2018-04-25T16:00:00+02:00,France
Loir-et-Cher,"47.5946059994655, 1.303647",O3,µg/m³,80.68,2018-04-25T02:00:00+02:00,France
Nord,"50.2783359994725, 3.973611",NO2,µg/m³,10.2,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.7483329994742, 2.254722",NO2,µg/m³,2.0,2018-04-25T02:00:00+02:00,France
Moselle,"49.2713919994693, 6.1325",SO2,µg/m³,5.2,2018-04-12T14:00:00+02:00,France
Marne,"49.3491275183707, 4.06959281588246",PM10,µg/m³,10.65,2018-01-05T13:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.9615772767861, 1.873903648979",NO2,µg/m³,17.63,2017-07-18T22:00:00+02:00,France
AIR BREIZH,"47.6566951743188, -2.75819623151342",NO2,µg/m³,24.85,2017-05-31T09:00:00+02:00,France
AIRPARIF,"48.7994469635619, 2.33055324050832",O3,µg/m³,1.5,2016-12-05T01:00:00+01:00,France
ATMO AUVERGNE,"46.5618635984186, 3.3310878208078",PM10,µg/m³,19.25,2016-12-01T21:00:00+01:00,France
Drôme,"44.5694309830826, 5.27896773343405",PM2.5,µg/m³,3.7,2023-02-27T06:00:00+01:00,France
Côtes-d'Armor,"48.5134875186338, -2.74952748902167",NO2,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.694322523083, 1.57657027308828",PM10,µg/m³,7.5,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.694322523083, 1.57657027308828",NO2,µg/m³,5.8,2023-02-27T06:00:00+01:00,France
Marne,"49.224144731874, 4.02055378452238",O3,µg/m³,50.8,2023-02-27T06:00:00+01:00,France
Gers,"43.6302520650036, 0.179722345632656",PM10,µg/m³,6.0,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4588738424815, 4.93416737793045",PM2.5,µg/m³,5.1,2023-02-27T05:00:00+01:00,France
Meurthe-et-Moselle,"48.8864130722716, 6.09361393199068",SO2,µg/m³,2.3,2019-06-11T14:00:00+02:00,France
Aube,"48.2949796949513, 4.05027903727389",PM10,µg/m³,2.9,2023-02-27T05:00:00+01:00,France
Hérault,"43.2877277836684, 3.50483097990936",O3,µg/m³,55.9,2023-02-27T06:00:00+01:00,France
Gironde,"44.9003038561871, -0.514722081386508",O3,µg/m³,57.5,2023-02-27T06:00:00+01:00,France
Landes,"43.8383470414065, -0.810832850175542",SO2,µg/m³,1.4,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.5654711084269, 6.12958247596683",SO2,µg/m³,0.5,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8333278376528, 1.21680398495126",PM10,µg/m³,5.7,2023-02-27T05:00:00+01:00,France
Nord,"50.7065553864362, 3.18065594332915",PM2.5,µg/m³,6.1,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6569370294502, 6.13602339655396",SO2,µg/m³,2.2,2019-08-09T13:00:00+02:00,France
Oise,"49.2595681690121, 2.47440046695438",PM10,µg/m³,13.2,2022-06-20T12:00:00+02:00,France
Jura,"47.0656107498932, 5.41502656636679",SO2,µg/m³,7.6,2023-02-27T06:00:00+01:00,France
Haute-Saône,"47.6200144851179, 6.15760991283135",NO2,µg/m³,3.8,2023-02-27T06:00:00+01:00,France
Rhône,"45.7352883837178, 4.82979212506861",O3,µg/m³,44.9,2023-02-27T06:00:00+01:00,France
Vosges,"48.1727946380621, 6.45281428149871",NO2,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Aisne,"49.8428234743806, 3.28143793505452",PM2.5,µg/m³,7.8,2023-02-27T06:00:00+01:00,France
Isère,"45.3677929543811, 4.80515133682521",PM10,µg/m³,1.3,2023-02-27T05:00:00+01:00,France
Puy-de-Dôme,"45.7972643576802, 3.1138302693435",NO2,µg/m³,2.9,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.916947667929, 6.13555627260622",O3,µg/m³,58.5,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.9236343183621, 6.71361317478429",PM2.5,µg/m³,19.5,2023-02-27T06:00:00+01:00,France
Nord,"50.4564875668497, 3.42794417474157",O3,µg/m³,48.7,2023-02-27T06:00:00+01:00,France
Haute-Vienne,"45.8900054295449, 0.900004116853666",NO2,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Rhône,"45.753280414108, 5.07220250448826",PM10,µg/m³,4.7,2023-02-27T06:00:00+01:00,France
Drôme,"45.0424700107563, 5.04430083176351",NO2,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Savoie,"45.675001076592, 6.389725599095",O3,µg/m³,52.2,2023-02-27T06:00:00+01:00,France
Loiret,"47.8377829367657, 1.94465496075626",PM10,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Val-d'Oise,"48.9514058369031, 2.22360880593389",NO2,µg/m³,9.6,2023-02-27T06:00:00+01:00,France
Val-de-Marne,"48.7757726857746, 2.37580138136942",PM10,µg/m³,6.3,2023-02-27T06:00:00+01:00,France
Vaucluse,"43.9497553662994, 4.80507947160248",PM2.5,µg/m³,3.5,2023-02-27T06:00:00+01:00,France
Vaucluse,"43.9497553662994, 4.80507947160248",O3,µg/m³,47.0,2023-02-27T06:00:00+01:00,France
Yvelines,"48.6337298811595, 1.83053298706171",PM10,µg/m³,6.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.406210452287, 1.15515260700213",O3,µg/m³,50.0,2023-02-27T06:00:00+01:00,France
Savoie,"45.5358607063648, 6.47111296383623",PM10,µg/m³,12.6,2023-02-27T05:00:00+01:00,France
Saint-Leu,"-21.2132113727428, 55.3028041731933",PM10,µg/m³,16.0,2023-02-27T04:00:00+01:00,France
Reunion,"-21.2048366772925, 55.5826293841965",NO2,µg/m³,0.4,2023-02-27T04:00:00+01:00,France
Loire-Atlantique,"47.3228405682406, -2.0398494314144",PM10,µg/m³,6.4,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2225142859138, -1.53750254138193",PM2.5,µg/m³,4.7,2023-02-27T03:00:00+01:00,France
Sarthe,"47.9710503785717, 0.221422141121484",NO2,µg/m³,5.1,2023-02-27T03:00:00+01:00,France
Maine-et-Loire,"47.0544439994646, -0.886111",PM10,µg/m³,10.1,2023-02-27T03:00:00+01:00,France
Maine-et-Loire,"47.4685406598526, -0.556052669293563",NO2,µg/m³,6.6,2023-02-27T03:00:00+01:00,France
French Guiana,"4.93784416911561, -52.3209364190869",PM10,µg/m³,12.4,2023-02-27T03:00:00+01:00,France
Rhône,"45.7078189856086, 4.86440421296573",PM10,µg/m³,1.6,2023-01-10T10:00:00+01:00,France
Calvados,"49.117192768241, -0.169665706026938",PM2.5,µg/m³,1.2,2022-07-03T03:00:00+02:00,France
Yonne,"48.2005841475738, 3.277224836372",NO2,µg/m³,8.4,2022-06-30T10:00:00+02:00,France
Rhône,"45.7583572550156, 4.88621530806415",PM10,µg/m³,23.1,2021-12-21T07:00:00+01:00,France
Deux-Sèvres,"46.8243469167798, -0.135460554953519",NO2,µg/m³,14.8,2021-10-07T11:00:00+02:00,France
Bouches-du-Rhône,"43.4572219994639, 5.244303",O3,µg/m³,57.8,2020-02-18T10:00:00+01:00,France
AIR BREIZH,"47.8319337214448, -1.83632712064428",O3,µg/m³,60.0,2019-12-19T15:00:00+01:00,France
AIRPARIF,"48.8589975104964, 2.35099889637488",PM2.5,µg/m³,7.4,2019-09-23T10:00:00+02:00,France
Ille-et-Vilaine,"48.0926809994664, -1.690319",NO2,µg/m³,6.25,2018-04-25T16:00:00+02:00,France
Martinique,"14.6661999997358, -61.1501",NO2,µg/m³,0.25,2018-04-25T06:00:00+02:00,France
Pas-de-Calais,"50.6938919994739, 1.576389",NO2,µg/m³,5.3,2018-04-25T02:00:00+02:00,France
Savoie,"45.2525809994632, 6.397014",NO2,µg/m³,44.93,2018-02-13T08:00:00+01:00,France
Bouches-du-Rhône,"43.315271999464, 5.387528",NO2,µg/m³,106.5,2017-12-07T17:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.436809254151, 2.82668378877469",NO2,µg/m³,33.48,2017-07-18T22:00:00+02:00,France
AIR BREIZH,"48.347485698642, -1.20222432789",O3,µg/m³,52.95,2017-06-30T09:00:00+02:00,France
ATMO AUVERGNE-RH�NE-ALPES,"46.0576968089975, 6.53339316248423",PM10,µg/m³,14.5,2017-06-14T01:00:00+02:00,France
AIR PACA,"43.4139303166291, 4.98580254046164",SO2,µg/m³,4.5,2016-12-05T18:00:00+01:00,France
ATMO FRANCHE COMTE,"47.2348977365481, 6.02947422070455",PM10,µg/m³,39.2,2016-12-05T02:00:00+01:00,France
Hérault,"43.6953675407432, 3.8008168828739",PM10,µg/m³,13.7,2019-06-04T05:00:00+02:00,France
Deux-Sèvres,"46.143157104954, -0.396042055940342",O3,µg/m³,57.5,2023-02-27T05:00:00+01:00,France
Haute-Savoie,"46.0722194476777, 5.82083151281495",SO2,µg/m³,0.1,2023-02-27T06:00:00+01:00,France
Manche,"49.1163696175405, -1.08472468872716",O3,µg/m³,72.6,2023-02-27T06:00:00+01:00,France
Haute-Garonne,"43.587192917729, 1.44388910562383",SO2,µg/m³,0.85,2018-07-06T21:00:00+02:00,France
Seine-Maritime,"49.5040210350248, 0.411593690139019",SO2,µg/m³,2.1,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.4858630407889, 5.17194245048405",SO2,µg/m³,1.6,2020-05-03T11:00:00+02:00,France
Bouches-du-Rhône,"43.3859950341426, 5.02694538047432",SO2,µg/m³,0.9,2023-02-27T06:00:00+01:00,France
Pyrénées-Orientales,"42.6957766720916, 2.89969885506793",PM10,µg/m³,8.8,2023-02-25T00:00:00+01:00,France
Hérault,"43.6757493538059, 4.08842150423761",PM10,µg/m³,4.1,2023-02-27T06:00:00+01:00,France
Gironde,"44.849695025703, -0.543888582031301",NO2,µg/m³,7.9,2023-02-27T06:00:00+01:00,France
Vosges,"48.0510983887634, 7.01111723057899",O3,µg/m³,71.2,2023-02-27T06:00:00+01:00,France
Calvados,"49.1516940080611, -0.352778293541861",O3,µg/m³,62.4,2023-02-27T06:00:00+01:00,France
Orne,"48.6450083458689, -0.458333034371758",O3,µg/m³,61.1,2023-02-27T06:00:00+01:00,France
Hautes-Pyrénées,"43.2302881526032, 0.0622219878175955",SO2,µg/m³,0.0,2019-12-03T10:00:00+01:00,France
Jura,"46.671325047904, 5.55680766765938",PM10,µg/m³,11.2,2023-01-01T01:00:00+01:00,France
Gironde,"44.8614122229463, -0.579443900976751",PM10,µg/m³,7.0,2023-02-27T05:00:00+01:00,France
Oise,"49.435953836447, 2.0842890885198",PM2.5,µg/m³,7.7,2023-02-27T06:00:00+01:00,France
Côte-d'Or,"47.3080413032157, 5.06611192686193",O3,µg/m³,63.9,2023-02-27T06:00:00+01:00,France
Côte-d'Or,"47.3455490718848, 5.00222374385535",NO2,µg/m³,3.88,2018-07-06T14:00:00+02:00,France
Isère,"45.1828274824302, 5.75309854039233",PM2.5,µg/m³,8.5,2023-02-27T06:00:00+01:00,France
Haut-Rhin,"47.7476802263183, 7.32136838025535",PM10,µg/m³,5.2,2023-02-27T05:00:00+01:00,France
Bas-Rhin,"48.6103338700684, 7.78162919922683",NO2,µg/m³,6.2,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.6103338700684, 7.78162919922683",O3,µg/m³,55.6,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.9193627535547, 8.15845449460929",SO2,µg/m³,0.0,2019-09-13T13:00:00+02:00,France
Haute-Garonne,"43.4575045039862, 1.57110851616084",O3,µg/m³,60.8,2023-02-27T06:00:00+01:00,France
Drôme,"45.0424700107563, 5.04430083176351",PM2.5,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"49.028036846981, 2.75028207386033",O3,µg/m³,50.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.9180174823908, 1.07397185477625",PM10,µg/m³,4.2,2023-02-27T05:00:00+01:00,France
Martinique,"14.6780998386226, -60.9391037603444",O3,µg/m³,28.6,2023-02-27T06:00:00+01:00,France
Morbihan,"47.648889066211, -2.76389155041474",PM2.5,µg/m³,4.5,2023-02-27T06:00:00+01:00,France
Paris,"48.8916699435252, 2.34666901670543",PM10,µg/m³,9.1,2023-02-27T06:00:00+01:00,France
Paris,"48.8733329994682, 2.330278",PM10,µg/m³,8.3,2023-02-27T05:00:00+01:00,France
Alpes-Maritimes,"43.6892619053736, 7.24208307327896",PM10,µg/m³,9.4,2023-02-27T05:00:00+01:00,France
Hauts-de-Seine,"48.9296919603475, 2.29471944382479",PM10,µg/m³,7.1,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.2763488363056, 5.3976711150776",PM10,µg/m³,13.8,2023-02-27T05:00:00+01:00,France
Seine-Maritime,"49.5038460263616, 0.0846140234102575",SO2,µg/m³,2.2,2023-02-27T06:00:00+01:00,France
Yvelines,"48.9963966322102, 1.70329561021902",O3,µg/m³,50.8,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.8819236211318, 2.50722490743611",O3,µg/m³,48.2,2023-02-27T06:00:00+01:00,France
Charente-Maritime,"46.1616394517055, -1.21120748073119",PM10,µg/m³,7.9,2023-02-27T05:00:00+01:00,France
Haute-Corse,"42.2360870106484, 9.19003485112794",O3,µg/m³,60.1,2023-02-27T03:00:00+01:00,France
Bouches-du-Rhône,"43.453461514164, 5.4671019033872",NO2,µg/m³,26.5,2019-12-31T11:00:00+01:00,France
Reunion,"-21.2943375423482, 55.6279044745161",SO2,µg/m³,0.6,2023-02-27T04:00:00+01:00,France
French Guiana,"4.84816101287231, -52.3238110279961",NO2,µg/m³,0.5,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.3228405682406, -2.0398494314144",NO2,µg/m³,4.2,2023-02-27T03:00:00+01:00,France
Vendée,"46.6567141985683, -0.743681087741755",PM10,µg/m³,0.1,2023-02-27T02:00:00+01:00,France
Corse-du-Sud,"41.924656325342, 8.73569392987881",PM2.5,µg/m³,9.2,2023-02-27T03:00:00+01:00,France
Calvados,"49.1752491940393, -0.35361103181024",NO2,µg/m³,22.5,2023-01-11T08:00:00+01:00,France
Ille-et-Vilaine,"48.1108129462492, -1.68282300489394",O3,µg/m³,33.4,2022-12-01T13:00:00+01:00,France
Meuse,"48.5492988706458, 5.46068793225859",PM2.5,µg/m³,104.2,2019-04-18T16:00:00+02:00,France
Ariège,"43.1143938634176, 1.62259096509373",O3,µg/m³,62.2,2019-04-01T11:00:00+02:00,France
Pyrénées-Atlantiques,"43.307777999464, -0.322778",NO2,µg/m³,11.5,2019-01-21T11:00:00+01:00,France
Pas-de-Calais,"50.9508329994749, 1.8425",PM10,µg/m³,7.35,2018-04-25T02:00:00+02:00,France
Nord,"50.981663999475, 2.143056",SO2,µg/m³,1.23,2018-04-25T02:00:00+02:00,France
Guadeloupe,"16.2386999997104, -61.5381",NO2,µg/m³,11.07,2018-01-26T16:00:00+01:00,France
Rhône,"45.9863829994635, 4.719281",PM10,µg/m³,27.25,2017-12-19T10:00:00+01:00,France
ATMO HAUTS DE FRANCE,"50.9959649491633, 2.36627025620491",O3,µg/m³,110.55,2017-07-18T22:00:00+02:00,France
AIR RHONE ALPES,"45.7553488124544, 4.82033286512683",O3,µg/m³,3.5,2016-12-05T02:00:00+01:00,France
Loire,"45.4200881308329, 4.39542075258545",PM2.5,µg/m³,3.7,2023-02-27T06:00:00+01:00,France
Marne,"49.224144731874, 4.02055378452238",NO2,µg/m³,9.2,2023-02-27T06:00:00+01:00,France
Gers,"43.6302520650036, 0.179722345632656",O3,µg/m³,58.1,2023-02-27T06:00:00+01:00,France
Marne,"49.0461163533504, 3.95591101667714",PM10,µg/m³,3.6,2023-02-27T05:00:00+01:00,France
Haute-Marne,"48.6458392908865, 4.96611146943374",SO2,µg/m³,5.1,2019-09-20T10:00:00+02:00,France
Ardennes,"49.9077785386149, 4.62999782272758",O3,µg/m³,51.2,2023-02-27T06:00:00+01:00,France
