City,Coordinates,Pollutant,Unit,Value,Last Updated,Country Label
Pyrénées-Atlantiques,"43.3110675817093, -0.352118930123318",NO2,µg/m³,13.3,2023-02-27T06:00:00+01:00,France
Tarn,"43.6105475497864, 2.22999582760398",NO2,µg/m³,2.5,2023-02-27T06:00:00+01:00,France
Tarn,"43.6105475497864, 2.22999582760398",PM10,µg/m³,8.6,2023-02-27T02:00:00+01:00,France
Oise,"49.2595681690121, 2.47440046695438",PM2.5,µg/m³,1.0,2022-06-22T09:00:00+02:00,France
Puy-de-Dôme,"45.7690108513041, 3.15500005881469",NO2,µg/m³,0.7,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7690108513041, 3.15500005881469",PM10,µg/m³,3.3,2023-02-27T06:00:00+01:00,France
Creuse,"45.809976895008, 2.0599986432372",O3,µg/m³,62.6,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4702185970344, -1.55384289640006",NO2,µg/m³,4.1,2023-02-27T06:00:00+01:00,France
Bas-Rhin,"48.575992177656, 7.72747875390011",NO2,µg/m³,25.9,2023-02-27T06:00:00+01:00,France
Creuse,"46.1699762563887, 1.86999597749308",NO2,µg/m³,3.5,2023-02-27T06:00:00+01:00,France
Gironde,"44.841389, -0.65",NO2,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Savoie,"45.5966749434882, 5.91861313149136",NO2,µg/m³,13.6,2023-02-27T06:00:00+01:00,France
Cantal,"45.1047035126075, 3.27735958366462",PM10,µg/m³,4.5,2023-02-27T06:00:00+01:00,France
Cantal,"45.1047035126075, 3.27735958366462",PM2.5,µg/m³,3.0,2023-02-27T06:00:00+01:00,France
Landes,"43.8960516305414, -0.490616689052445",PM2.5,µg/m³,7.2,2023-02-27T05:00:00+01:00,France
Saône-et-Loire,"46.3161001490074, 4.8399969866962",NO2,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Nord,"50.378240795397, 3.06586023317151",PM2.5,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Isère,"45.1619288830485, 5.73559935865769",O3,µg/m³,33.4,2023-02-27T06:00:00+01:00,France
Somme,"49.8688854647733, 2.23980543050657",O3,µg/m³,50.6,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4797361162024, -1.48805926814399",NO2,µg/m³,4.6,2023-02-27T06:00:00+01:00,France
Nord,"50.775454911905, 3.12567904794103",NO2,µg/m³,20.0,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.89525737885, 6.11833556860965",NO2,µg/m³,9.6,2023-02-27T06:00:00+01:00,France
Cantal,"44.9200896648358, 2.44108195306639",NO2,µg/m³,29.9,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4424377204107, 1.09368987526268",SO2,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Saint-Pierre,"-21.3316623185887, 55.4789638004091",NO2,µg/m³,17.4,2023-02-27T06:00:00+01:00,France
Saint-Pierre,"-21.3316623185887, 55.4789638004091",CO,µg/m³,185.0,2022-12-29T08:00:00+01:00,France
Reunion,"-20.8898566030508, 55.4688128376986",PM10,µg/m³,6.6,2023-02-27T02:00:00+01:00,France
Cher,"46.8148188300394, 2.61008200746779",PM2.5,µg/m³,7.5,2023-02-27T05:00:00+01:00,France
Val-de-Marne,"48.7757726857746, 2.37580138136942",PM2.5,µg/m³,5.0,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.7020570445023, 7.28626221895196",PM10,µg/m³,4.3,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.6389642135529, 5.09999637937892",O3,µg/m³,44.0,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3060996358468, 5.39579363613379",CO,µg/m³,248.0,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.8402588440243, 2.63527975118735",PM10,µg/m³,5.7,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5146953797856, 0.100645447802183",PM2.5,µg/m³,3.1,2023-02-27T06:00:00+01:00,France
Var,"43.4378086826446, 6.7683924408099",NO2,µg/m³,4.0,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4341557725002, -0.69194441558346",SO2,µg/m³,-1.9,2023-02-27T05:00:00+01:00,France
Bouches-du-Rhône,"43.453461514164, 5.4671019033872",SO2,µg/m³,0.9,2019-12-23T10:00:00+01:00,France
Haute-Garonne,"43.5569290141359, 1.40639342566468",PM10,µg/m³,7.0,2023-02-27T05:00:00+01:00,France
Reunion,"-21.0321286605182, 55.2325559179751",O3,µg/m³,6.7,2023-02-27T04:00:00+01:00,France
Reunion,"-21.009739859322, 55.2727106111753",O3,µg/m³,10.4,2023-02-27T04:00:00+01:00,France
Reunion,"-21.009739859322, 55.2727106111753",SO2,µg/m³,0.5,2023-02-27T04:00:00+01:00,France
French Guiana,"4.84816101287231, -52.3238110279961",PM10,µg/m³,6.7,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.3228405682406, -2.0398494314144",SO2,µg/m³,-0.1,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2831838325302, -1.78316482213009",NO2,µg/m³,2.7,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2831838325302, -1.78316482213009",SO2,µg/m³,-0.2,2023-02-27T03:00:00+01:00,France
Var,"43.1197053027864, 6.1318013147186",O3,µg/m³,45.4,2022-11-30T12:00:00+01:00,France
Nord,"50.6280389569951, 3.09031237520525",PM2.5,µg/m³,13.6,2022-01-01T01:00:00+01:00,France
Seine-Maritime,"49.9163400642381, 0.957181884687874",O3,µg/m³,72.2,2021-12-28T03:00:00+01:00,France
Moselle,"49.1183686741167, 7.08353940878471",O3,µg/m³,44.8,2021-02-09T08:00:00+01:00,France
Hautes-Pyrénées,"43.0949969994643, -0.051944",NO2,µg/m³,5.9,2020-06-10T09:00:00+02:00,France
Isère,"45.3531859994632, 4.804822",PM2.5,µg/m³,14.5,2019-12-09T11:00:00+01:00,France
Loire,"45.4200881308329, 4.39542075258545",O3,µg/m³,54.4,2023-02-27T06:00:00+01:00,France
Rhône,"45.7577305095241, 4.85421731764382",SO2,µg/m³,0.5,2016-12-05T02:00:00+01:00,France
Haute-Garonne,"43.587192917729, 1.44388910562383",NO2,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5121290833482, 0.539035882866487",SO2,µg/m³,-0.7,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5027376236243, 0.2324857921607",CO,µg/m³,292.0,2023-02-27T06:00:00+01:00,France
Marne,"48.9622002533359, 4.36000018093262",NO2,µg/m³,5.2,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.3088728068236, 2.80737001016612",CO,µg/m³,127.5,2017-04-28T16:00:00+02:00,France
Haute-Vienne,"45.8333278376528, 1.21680398495126",NO2,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Rhône,"45.7200501800957, 4.81815894213926",NO2,µg/m³,14.8,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6569370294502, 6.13602339655396",NO2,µg/m³,5.9,2023-02-27T06:00:00+01:00,France
Territoire de Belfort,"47.6406581072673, 6.85927499810427",NO2,µg/m³,4.2,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.4702185970344, -1.55384289640006",O3,µg/m³,66.2,2023-02-27T06:00:00+01:00,France
Gironde,"44.8614122229463, -0.579443900976751",NO2,µg/m³,3.8,2023-02-27T06:00:00+01:00,France
Rhône,"45.6018917117774, 4.80219587954046",PM10,µg/m³,2.9,2023-02-27T06:00:00+01:00,France
Nièvre,"46.9966666387206, 3.17083735727372",PM10,µg/m³,2.8,2023-02-27T05:00:00+01:00,France
Moselle,"49.1194269655692, 6.18083136292584",NO2,µg/m³,10.9,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7972643576802, 3.1138302693435",PM2.5,µg/m³,2.7,2023-02-27T06:00:00+01:00,France
Isère,"45.0578285069866, 5.67669682547797",NO2,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
Haut-Rhin,"48.0746323989232, 7.35067142482333",PM10,µg/m³,7.4,2023-02-27T05:00:00+01:00,France
Haute-Garonne,"43.5755447422799, 1.41861051352871",O3,µg/m³,59.3,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"45.916947667929, 6.13555627260622",NO2,µg/m³,4.0,2023-02-27T06:00:00+01:00,France
Landes,"43.7047196490079, -1.03861416519331",NO2,µg/m³,5.3,2023-02-27T06:00:00+01:00,France
Isère,"45.3196184389656, 4.77286588551395",O3,µg/m³,61.2,2023-02-27T06:00:00+01:00,France
Savoie,"45.2747219994632, 6.349722",PM10,µg/m³,2.6,2023-02-27T02:00:00+01:00,France
Pyrénées-Atlantiques,"43.3108061209975, -0.39111120334581",O3,µg/m³,58.8,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.3480529322015, 5.36065154221904",PM10,µg/m³,9.4,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.3441490981312, 0.653775897476505",PM10,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.4190867299515, 0.68294060149073",NO2,µg/m³,6.6,2023-02-27T06:00:00+01:00,France
unused,"14.6005714623464, -61.0857088147127",NO2,µg/m³,0.9,2023-02-27T06:00:00+01:00,France
Seine-Saint-Denis,"48.9252654190423, 2.35666726581768",PM10,µg/m³,13.9,2023-02-27T05:00:00+01:00,France
Seine-Saint-Denis,"48.9252654190423, 2.35666726581768",NO2,µg/m³,0.7,2023-02-27T06:00:00+01:00,France
Paris,"48.8733329994682, 2.330278",NO2,µg/m³,18.1,2023-02-27T06:00:00+01:00,France
Seine-et-Marne,"48.3547092558406, 2.64529596660528",NO2,µg/m³,5.4,2023-02-27T06:00:00+01:00,France
Yvelines,"48.9963966322102, 1.70329561021902",NO2,µg/m³,7.2,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4933443610071, 0.571853136825942",SO2,µg/m³,0.2,2023-02-27T06:00:00+01:00,France
Var,"43.1016051740106, 5.87538620001952",NO2,µg/m³,13.3,2023-02-27T06:00:00+01:00,France
Nord,"50.9959079994751, 2.365994",PM2.5,µg/m³,2.65,2017-12-31T19:00:00+01:00,France
Saint-Leu,"-21.2132113727428, 55.3028041731933",PM2.5,µg/m³,9.4,2023-02-27T04:00:00+01:00,France
Reunion,"-20.8847369878067, 55.4538109724538",O3,µg/m³,8.9,2023-02-27T04:00:00+01:00,France
Mayenne,"48.0694102184996, -0.767692156970986",O3,µg/m³,57.6,2023-02-27T03:00:00+01:00,France
Sarthe,"47.9710503785717, 0.221422141121484",PM2.5,µg/m³,4.5,2023-02-27T03:00:00+01:00,France
Vendée,"46.6607217865267, -1.43682834749065",PM2.5,µg/m³,4.7,2023-02-27T03:00:00+01:00,France
Calvados,"49.1752491940393, -0.35361103181024",PM10,µg/m³,22.2,2023-01-11T07:00:00+01:00,France
Rhône,"45.7583572550156, 4.88621530806415",NO2,µg/m³,30.0,2022-03-28T14:00:00+02:00,France
Guadeloupe,"16.2506693657737, -61.5279494290847",CO,µg/m³,392.0,2020-11-06T08:00:00+01:00,France
Isère,"45.3531859994632, 4.804822",NO2,µg/m³,51.5,2019-12-09T11:00:00+01:00,France
Vienne,"46.570002999464, 0.323575",NO2,µg/m³,66.1,2018-12-10T08:00:00+01:00,France
LIG'AIR,"48.439285876297, 1.46877243899394",NO2,µg/m³,6.9,2018-12-07T11:00:00+01:00,France
LIG'AIR,"48.439285876297, 1.46877243899394",PM10,µg/m³,8.1,2018-12-07T11:00:00+01:00,France
Eure-et-Loir,"48.4448359994672, 1.509281",O3,µg/m³,75.63,2018-04-25T02:00:00+02:00,France
Cher,"47.0826499994647, 2.404492",PM10,µg/m³,25.7,2018-04-25T02:00:00+02:00,France
Marne,"49.2586079994692, 4.031111",NO2,µg/m³,46.5,2018-03-28T10:00:00+02:00,France
Guadeloupe,"16.2386999997104, -61.5381",O3,µg/m³,40.3,2018-01-26T16:00:00+01:00,France
AIR BREIZH,"47.6566951743188, -2.75819623151342",O3,µg/m³,8.03,2017-05-31T09:00:00+02:00,France
ATMO NORD-PAS-DE-CALAIS,"51.0520729569392, 2.35378367375565",SO2,µg/m³,6.7,2017-03-28T18:00:00+02:00,France
ATMO NORD-PAS-DE-CALAIS,"51.0338297678657, 2.33519753052722",O3,µg/m³,49.65,2017-03-07T12:00:00+01:00,France
AIR NORMAND,"49.0202023170884, 1.13871343730275",PM2.5,µg/m³,38.5,2016-12-04T19:00:00+01:00,France
AIR RHONE ALPES,"45.3895622059041, 4.61581342439134",PM10,µg/m³,20.5,2016-11-29T02:00:00+01:00,France
Saône-et-Loire,"46.6666401423631, 4.36666568034079",PM2.5,µg/m³,4.8,2023-02-27T05:00:00+01:00,France
Doubs,"47.5103033076458, 6.79400340956015",PM10,µg/m³,7.8,2023-02-27T05:00:00+01:00,France
Pas-de-Calais,"50.7482369340289, 2.25978396242539",CO,µg/m³,860.0,2017-01-24T02:00:00+01:00,France
Hérault,"43.5915522696866, 3.88689345339823",PM10,µg/m³,15.5,2023-02-24T16:00:00+01:00,France
Allier,"46.6526446514876, 3.60066325441923",PM2.5,µg/m³,2.1,2023-02-27T06:00:00+01:00,France
Aube,"48.2949796949513, 4.05027903727389",PM2.5,µg/m³,4.5,2023-02-27T05:00:00+01:00,France
Marne,"49.2821930185986, 4.05111447048812",NO2,µg/m³,6.4,2023-02-27T06:00:00+01:00,France
Marne,"48.9622002533359, 4.36000018093262",SO2,µg/m³,0.3,2019-09-17T10:00:00+02:00,France
Gard,"43.925368232751, 4.26581182339269",PM10,µg/m³,8.4,2020-01-20T08:00:00+01:00,France
Pas-de-Calais,"50.9577862878515, 1.890082307246",NO2,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
Pas-de-Calais,"50.9577862878515, 1.890082307246",SO2,µg/m³,1.4,2023-02-27T06:00:00+01:00,France
Gard,"43.8343944035121, 4.37422051188023",O3,µg/m³,40.0,2023-02-27T06:00:00+01:00,France
Finistère,"48.3863972226844, -4.48681534959177",PM2.5,µg/m³,15.1,2022-12-28T09:00:00+01:00,France
Meurthe-et-Moselle,"48.6881993336682, 6.19043435331308",PM2.5,µg/m³,0.9,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6881993336682, 6.19043435331308",NO2,µg/m³,6.5,2023-02-27T06:00:00+01:00,France
Gironde,"44.8655508803546, -0.939440157826513",NO2,µg/m³,2.8,2023-02-27T06:00:00+01:00,France
Nord,"50.3227545101591, 3.39592821801555",PM10,µg/m³,7.1,2023-02-27T02:00:00+01:00,France
Moselle,"49.3583143914495, 6.15694515952111",PM2.5,µg/m³,1.5,2023-02-27T06:00:00+01:00,France
Pyrénées-Atlantiques,"43.410536997717, -0.616944072512321",NO2,µg/m³,12.6,2023-02-27T06:00:00+01:00,France
Loire,"45.4817833259067, 4.42966453121609",O3,µg/m³,64.9,2023-02-27T06:00:00+01:00,France
Vosges,"48.1727946380621, 6.45281428149871",CO,µg/m³,108.0,2019-08-09T13:00:00+02:00,France
Lot-et-Garonne,"44.5086670422713, 0.142503346781016",NO2,µg/m³,2.2,2023-02-27T06:00:00+01:00,France
Somme,"49.8772223332028, 2.28250235596077",NO2,µg/m³,26.33,2017-12-13T09:00:00+01:00,France
Rhône,"45.6018917117774, 4.80219587954046",NO2,µg/m³,4.3,2023-02-27T06:00:00+01:00,France
Côte-d'Or,"47.3080413032157, 5.06611192686193",PM2.5,µg/m³,0.0,2023-02-27T05:00:00+01:00,France
Isère,"45.0795264567106, 5.72865538151144",O3,µg/m³,31.0,2023-02-27T06:00:00+01:00,France
Haute-Savoie,"46.1958329994637, 6.240556",PM2.5,µg/m³,3.7,2017-12-28T14:00:00+01:00,France
Isère,"45.1806746477571, 5.72005850424242",NO2,µg/m³,15.5,2023-02-27T06:00:00+01:00,France
Tarn,"43.928056, 2.146111",O3,µg/m³,23.1,2019-06-01T02:00:00+02:00,France
Bas-Rhin,"48.9193627535547, 8.15845449460929",NO2,µg/m³,7.9,2023-02-27T06:00:00+01:00,France
Loire,"45.533406631012, 4.62394317771262",PM10,µg/m³,6.9,2023-02-27T05:00:00+01:00,France
Charente-Maritime,"46.1625559994637, -1.153603",PM10,µg/m³,5.9,2023-02-27T05:00:00+01:00,France
Charente-Maritime,"46.1625559994637, -1.153603",O3,µg/m³,58.3,2023-02-27T04:00:00+01:00,France
Cantal,"44.9200896648358, 2.44108195306639",O3,µg/m³,37.7,2023-02-27T06:00:00+01:00,France
Saint-Pierre,"-21.3316623185887, 55.4789638004091",PM10,µg/m³,423.7,2023-02-07T14:00:00+01:00,France
Seine-Maritime,"49.5039043626522, 0.175731130825313",SO2,µg/m³,2.0,2023-02-27T06:00:00+01:00,France
Val-d'Oise,"48.9908560535052, 2.44472012996707",NO2,µg/m³,9.5,2023-02-27T06:00:00+01:00,France
Var,"43.1310479441995, 5.92423658516994",PM10,µg/m³,5.8,2023-02-27T05:00:00+01:00,France
Essonne,"48.3641401278483, 2.23693980475023",PM10,µg/m³,5.9,2023-02-27T06:00:00+01:00,France
Paris,"48.8527914734017, 2.36055697099791",NO2,µg/m³,23.2,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.2763488363056, 5.3976711150776",NO2,µg/m³,26.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4005402179295, 1.09882823868784",NO2,µg/m³,8.8,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.5625273554356, 7.00721854224592",PM2.5,µg/m³,2.4,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4896098924535, 0.100702939980367",O3,µg/m³,65.6,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.5094524142014, 4.98277521795416",O3,µg/m³,37.1,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4933443610071, 0.571853136825942",O3,µg/m³,47.4,2018-08-23T14:00:00+02:00,France
Yvelines,"48.7991511040226, 2.13055232565195",NO2,µg/m³,9.2,2023-02-27T06:00:00+01:00,France
Var,"43.4378086826446, 6.7683924408099",O3,µg/m³,36.0,2023-02-27T06:00:00+01:00,France
Nord,"50.9959079994751, 2.365994",SO2,µg/m³,-3.0,2023-02-24T10:00:00+01:00,France
Moselle,"49.1657344827801, 6.71688304241849",NO2,µg/m³,6.6,2023-02-27T02:00:00+01:00,France
Loire-Atlantique,"47.3228405682406, -2.0398494314144",PM2.5,µg/m³,4.4,2023-02-27T03:00:00+01:00,France
Vendée,"46.6567141985683, -0.743681087741755",O3,µg/m³,63.6,2023-02-27T03:00:00+01:00,France
Loire-Atlantique,"47.2641063324592, -2.24985757853587",O3,µg/m³,63.8,2023-02-27T03:00:00+01:00,France
Corse-du-Sud,"41.9492475343375, 8.7575858733528",NO2,µg/m³,2.2,2023-02-27T03:00:00+01:00,France
Haute-Corse,"42.5357955222631, 9.47596860606318",PM10,µg/m³,1.9,2023-02-27T03:00:00+01:00,France
Haut-Rhin,"47.7374108002695, 7.3090794271686",PM10,µg/m³,6.5,2023-02-26T16:00:00+01:00,France
Haute-Corse,"42.6978893718847, 9.44641403321565",PM2.5,µg/m³,5.0,2023-02-26T15:00:00+01:00,France
Nord,"50.6408018273658, 3.07477152078998",NO2,µg/m³,12.8,2023-02-25T05:00:00+01:00,France
AIR BREIZH,"47.8319337214448, -1.83632712064428",PM10,µg/m³,16.2,2019-12-03T14:00:00+01:00,France
Finistère,"48.4090559994671, -4.475106",O3,µg/m³,64.3,2019-11-27T07:00:00+01:00,France
Lot-et-Garonne,"44.1922219994633, 0.623889",NO2,µg/m³,23.2,2018-12-27T08:00:00+01:00,France
Côte-d'Or,"47.304163999465, 5.02",NO2,µg/m³,1.9,2018-07-11T15:00:00+02:00,France
AIR PAYS DE LA LOIRE,"47.3132184721955, -2.0935147864877",NO2,µg/m³,1.4,2017-03-28T18:00:00+02:00,France
AIRPARIF,"48.8464073182877, 2.18944587567883",O3,µg/m³,1.0,2016-12-05T01:00:00+01:00,France
Nord,"51.0112059994752, 2.293056",PM10,µg/m³,8.78,2018-04-25T02:00:00+02:00,France
Nord,"50.3647189994728, 3.523611",PM2.5,µg/m³,6.35,2018-04-25T02:00:00+02:00,France
Loiret,"47.8374309994659, 1.944611",O3,µg/m³,77.28,2018-04-25T02:00:00+02:00,France
Loiret,"47.9979809994662, 2.720156",O3,µg/m³,81.6,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.9498999994749, 1.76894",NO2,µg/m³,1.98,2018-04-25T02:00:00+02:00,France
Seine-Maritime,"49.4810859994699, 0.165289",PM10,µg/m³,12.15,2018-02-02T15:00:00+01:00,France
AIR PACA,"43.4197376712764, 5.21277986330012",CO,µg/m³,200.0,2017-07-18T22:00:00+02:00,France
Cher,"46.8147189994643, 2.610806",O3,µg/m³,38.93,2018-04-25T02:00:00+02:00,France
Nord,"50.3666639994728, 3.082778",NO2,µg/m³,2.8,2018-04-25T02:00:00+02:00,France
Indre-et-Loire,"47.4193389994652, 0.684139",PM10,µg/m³,15.55,2018-04-25T02:00:00+02:00,France
Indre-et-Loire,"47.344499999465, 0.653322",NO2,µg/m³,5.48,2018-04-25T02:00:00+02:00,France
Loiret,"47.9979809994662, 2.720156",PM2.5,µg/m³,14.05,2018-04-25T02:00:00+02:00,France
Pas-de-Calais,"50.9470999994749, 1.84276",PM2.5,µg/m³,4.0,2018-04-25T02:00:00+02:00,France
Isère,"45.1904389994632, 5.686964",NO2,µg/m³,59.95,2018-02-13T08:00:00+01:00,France
Gironde,"44.8413889994632, -0.579722",PM10,µg/m³,5.5,2018-01-23T08:00:00+01:00,France
ATMO NORD-PAS-DE-CALAIS,"51.0338297678657, 2.33519753052722",CO,µg/m³,597.5,2017-01-24T13:00:00+01:00,France
AIR PACA,"43.5383075331057, 5.18528243245323",SO2,µg/m³,3.75,2016-12-05T18:00:00+01:00,France
Eure,"49.0213216111601, 1.14831642768998",NO2,µg/m³,11.0,2023-02-27T06:00:00+01:00,France
Orne,"48.4455430112667, 0.110833241439382",O3,µg/m³,54.3,2023-02-27T06:00:00+01:00,France
Hérault,"43.6099621683997, 3.89860748470315",NO2,µg/m³,8.3,2023-02-27T06:00:00+01:00,France
Nord,"51.0194221752014, 2.25098945579386",PM10,µg/m³,8.3,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.8864130722716, 6.09361393199068",PM10,µg/m³,1.4,2019-08-22T09:00:00+02:00,France
Ardennes,"49.9077785386149, 4.62999782272758",PM10,µg/m³,7.4,2023-02-27T06:00:00+01:00,France
Marne,"49.2821930185986, 4.05111447048812",O3,µg/m³,49.1,2023-02-27T06:00:00+01:00,France
Jura,"47.0967471994749, 5.4963869816495",NO2,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
Somme,"49.9025136027366, 2.30460091195011",NO2,µg/m³,9.2,2023-02-27T06:00:00+01:00,France
Rhône,"45.7200501800957, 4.81815894213926",PM2.5,µg/m³,4.0,2023-02-27T05:00:00+01:00,France
Calvados,"49.1516940080611, -0.352778293541861",NO2,µg/m³,9.3,2023-02-27T06:00:00+01:00,France
Calvados,"49.1472284204992, 0.22722166459576",NO2,µg/m³,13.1,2023-02-27T06:00:00+01:00,France
Moselle,"49.3583143914495, 6.15694515952111",NO2,µg/m³,7.5,2023-02-27T06:00:00+01:00,France
Moselle,"49.3583143914495, 6.15694515952111",O3,µg/m³,54.2,2022-12-31T01:00:00+01:00,France
Bas-Rhin,"48.4930125168175, 7.12980264591687",PM10,µg/m³,3.3,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7690108513041, 3.15500005881469",O3,µg/m³,3.7,2020-12-17T11:00:00+01:00,France
Jura,"47.0656107498932, 5.41502656636679",NO2,µg/m³,3.7,2023-02-27T06:00:00+01:00,France
Nord,"50.3642606948305, 3.52273440352186",PM2.5,µg/m³,5.1,2023-02-27T06:00:00+01:00,France
Savoie,"45.5966749434882, 5.91861313149136",PM10,µg/m³,37.8,2023-02-09T10:00:00+01:00,France
Pyrénées-Atlantiques,"43.3769198235757, -0.609444038205207",NO2,µg/m³,5.5,2023-02-27T06:00:00+01:00,France
Saône-et-Loire,"46.3161001490074, 4.8399969866962",PM10,µg/m³,12.7,2022-12-23T12:00:00+01:00,France
Nièvre,"46.9966666387206, 3.17083735727372",NO2,µg/m³,3.9,2023-02-27T06:00:00+01:00,France
Yonne,"47.8005658610427, 3.57639077544232",PM2.5,µg/m³,5.5,2023-02-27T05:00:00+01:00,France
Doubs,"47.2345927602017, 6.07647407636968",O3,µg/m³,67.2,2023-02-27T06:00:00+01:00,France
Puy-de-Dôme,"45.7757153069085, 3.09625023923328",PM10,µg/m³,3.5,2023-02-27T06:00:00+01:00,France
Alpes-de-Haute-Provence,"43.8353015894571, 5.78583314934565",O3,µg/m³,45.7,2023-02-27T06:00:00+01:00,France
Morbihan,"47.742485358103, -3.3948053239104",NO2,µg/m³,9.2,2023-02-27T06:00:00+01:00,France
Eure-et-Loir,"48.7314125600919, 1.36388514642015",PM2.5,µg/m³,4.8,2023-02-27T06:00:00+01:00,France
Loiret,"47.8377829367657, 1.94465496075626",O3,µg/m³,61.5,2023-02-27T06:00:00+01:00,France
Indre-et-Loire,"47.4694515368151, 0.716943631625222",O3,µg/m³,60.0,2023-02-27T06:00:00+01:00,France
Paris,"48.8277822163547, 2.32749896854232",NO2,µg/m³,24.7,2023-02-27T06:00:00+01:00,France
Hauts-de-Seine,"48.8913746283318, 2.24056001534523",PM10,µg/m³,8.4,2020-12-31T14:00:00+01:00,France
Var,"43.1310479441995, 5.92423658516994",NO2,µg/m³,9.4,2023-02-27T06:00:00+01:00,France
Val-de-Marne,"48.7757726857746, 2.37580138136942",NO2,µg/m³,12.6,2023-02-27T06:00:00+01:00,France
Hauts-de-Seine,"48.9296919603475, 2.29471944382479",NO2,µg/m³,16.2,2023-02-27T06:00:00+01:00,France
Var,"43.1267865047699, 5.9219368980426",NO2,µg/m³,16.1,2023-02-27T06:00:00+01:00,France
Vaucluse,"43.9497553662994, 4.80507947160248",NO2,µg/m³,4.5,2023-02-27T06:00:00+01:00,France
Val-d'Oise,"49.1002566324166, 2.3438932224775",PM2.5,µg/m³,4.3,2023-02-27T05:00:00+01:00,France
Seine-et-Marne,"48.3547092558406, 2.64529596660528",O3,µg/m³,61.4,2023-02-27T06:00:00+01:00,France
Alpes-Maritimes,"43.5625273554356, 7.00721854224592",PM10,µg/m³,4.9,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.5050127389593, 0.201694239166936",SO2,µg/m³,0.9,2023-02-27T06:00:00+01:00,France
Bouches-du-Rhône,"43.2947895081236, 5.57173766768144",O3,µg/m³,32.8,2023-02-27T06:00:00+01:00,France
Eure,"49.3048660659189, 1.21436955053129",PM10,µg/m³,9.6,2023-02-27T06:00:00+01:00,France
Seine-Maritime,"49.4982939994699, 0.758833",SO2,µg/m³,6.6,2023-02-27T06:00:00+01:00,France
Nord,"50.9959079994751, 2.365994",NO2,µg/m³,8.6,2023-02-27T06:00:00+01:00,France
Meurthe-et-Moselle,"48.6963231696882, 6.14612046034746",CO,µg/m³,-183.0,2019-08-09T13:00:00+02:00,France
Meurthe-et-Moselle,"48.6214988017221, 6.19492592973368",NO2,µg/m³,16.7,2021-03-25T04:00:00+01:00,France
Moselle,"49.1074904810244, 6.1227732461132",O3,µg/m³,13.5,2022-12-14T14:00:00+01:00,France
Reunion,"-20.9497682891053, 55.3138534511879",NO2,µg/m³,19.6,2023-02-27T04:00:00+01:00,France
Reunion,"-21.2770946462702, 55.403056158901",NO2,µg/m³,7.3,2023-01-30T10:00:00+01:00,France
